,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl
2460,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bus1.png,./mask_img/grey_square.png,bus,scrambling,hp_,mask,null,null
2461,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_person6.png,./mask_img/grey_square.png,person,scrambling,hp_,mask,null,null
2462,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_building1.png,./mask_img/grey_square.png,building,scrambling,hp_,mask,null,null
2463,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_person4.png,./mask_img/grey_square.png,person,scrambling,hp_,mask,null,null
2464,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_building3.png,./mask_img/grey_square.png,building,scrambling,hp_,mask,null,null
2465,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bus3.png,./mask_img/grey_square.png,bus,scrambling,hp_,mask,null,null
2466,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bus2.png,./mask_img/grey_square.png,bus,scrambling,hp_,mask,null,null
2467,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_building2.png,./mask_img/grey_square.png,building,scrambling,hp_,mask,null,null
2468,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_person5.png,./mask_img/grey_square.png,person,scrambling,hp_,mask,null,null
2469,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_person1.png,./mask_img/grey_square.png,person,scrambling,hp_,mask,null,null
2470,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_building6.png,./mask_img/grey_square.png,building,scrambling,hp_,mask,null,null
2471,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bus6.png,./mask_img/grey_square.png,bus,scrambling,hp_,mask,null,null
2472,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bus7.png,./mask_img/grey_square.png,bus,scrambling,hp_,mask,null,null
2473,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_building7.png,./mask_img/grey_square.png,building,scrambling,hp_,mask,null,null
2474,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_building5.png,./mask_img/grey_square.png,building,scrambling,hp_,mask,null,null
2475,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_person2.png,./mask_img/grey_square.png,person,scrambling,hp_,mask,null,null
2476,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bus5.png,./mask_img/grey_square.png,bus,scrambling,hp_,mask,null,null
2477,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bus4.png,./mask_img/grey_square.png,bus,scrambling,hp_,mask,null,null
2478,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_person3.png,./mask_img/grey_square.png,person,scrambling,hp_,mask,null,null
2479,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_building4.png,./mask_img/grey_square.png,building,scrambling,hp_,mask,null,null
2480,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbanana6.png,./mask_img/grey_square.png,banana,clutter,heavy,mask,null,null
2481,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttercat3.png,./mask_img/grey_square.png,cat,clutter,heavy,mask,null,null
2482,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterperson10.png,./mask_img/grey_square.png,person,clutter,heavy,mask,null,null
2483,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttercat2.png,./mask_img/grey_square.png,cat,clutter,heavy,mask,null,null
2484,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbanana7.png,./mask_img/grey_square.png,banana,clutter,heavy,mask,null,null
2485,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbanana5.png,./mask_img/grey_square.png,banana,clutter,heavy,mask,null,null
2486,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttercat1.png,./mask_img/grey_square.png,cat,clutter,heavy,mask,null,null
2487,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbanana4.png,./mask_img/grey_square.png,banana,clutter,heavy,mask,null,null
2488,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttercat5.png,./mask_img/grey_square.png,cat,clutter,heavy,mask,null,null
2489,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbanana10.png,./mask_img/grey_square.png,banana,clutter,heavy,mask,null,null
2490,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttercat4.png,./mask_img/grey_square.png,cat,clutter,heavy,mask,null,null
2491,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbanana1.png,./mask_img/grey_square.png,banana,clutter,heavy,mask,null,null
2492,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbanana3.png,./mask_img/grey_square.png,banana,clutter,heavy,mask,null,null
2493,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttercat6.png,./mask_img/grey_square.png,cat,clutter,heavy,mask,null,null
2494,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttercat7.png,./mask_img/grey_square.png,cat,clutter,heavy,mask,null,null
2495,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbanana2.png,./mask_img/grey_square.png,banana,clutter,heavy,mask,null,null
2496,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterperson6.png,./mask_img/grey_square.png,person,clutter,heavy,mask,null,null
2497,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbird4.png,./mask_img/grey_square.png,bird,clutter,heavy,mask,null,null
2498,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbus3.png,./mask_img/grey_square.png,bus,clutter,heavy,mask,null,null
2499,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttertree1.png,./mask_img/grey_square.png,tree,clutter,heavy,mask,null,null
2500,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterfirehydrant6.png,./mask_img/grey_square.png,firehydrant,clutter,heavy,mask,null,null
2501,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterfirehydrant7.png,./mask_img/grey_square.png,firehydrant,clutter,heavy,mask,null,null
2502,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbus2.png,./mask_img/grey_square.png,bus,clutter,heavy,mask,null,null
2503,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbird5.png,./mask_img/grey_square.png,bird,clutter,heavy,mask,null,null
2504,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterperson7.png,./mask_img/grey_square.png,person,clutter,heavy,mask,null,null
2505,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterperson5.png,./mask_img/grey_square.png,person,clutter,heavy,mask,null,null
2506,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbird7.png,./mask_img/grey_square.png,bird,clutter,heavy,mask,null,null
2507,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttertree2.png,./mask_img/grey_square.png,tree,clutter,heavy,mask,null,null
2508,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttertree10.png,./mask_img/grey_square.png,tree,clutter,heavy,mask,null,null
2509,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterfirehydrant5.png,./mask_img/grey_square.png,firehydrant,clutter,heavy,mask,null,null
2510,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterfirehydrant4.png,./mask_img/grey_square.png,firehydrant,clutter,heavy,mask,null,null
2511,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttertree3.png,./mask_img/grey_square.png,tree,clutter,heavy,mask,null,null
2512,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbus1.png,./mask_img/grey_square.png,bus,clutter,heavy,mask,null,null
2513,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbird6.png,./mask_img/grey_square.png,bird,clutter,heavy,mask,null,null
2514,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterperson4.png,./mask_img/grey_square.png,person,clutter,heavy,mask,null,null
2515,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbird2.png,./mask_img/grey_square.png,bird,clutter,heavy,mask,null,null
2516,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbus5.png,./mask_img/grey_square.png,bus,clutter,heavy,mask,null,null
2517,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttertree7.png,./mask_img/grey_square.png,tree,clutter,heavy,mask,null,null
2518,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbuilding9.png,./mask_img/grey_square.png,building,clutter,heavy,mask,null,null
2519,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterfirehydrant1.png,./mask_img/grey_square.png,firehydrant,clutter,heavy,mask,null,null
2520,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbuilding8.png,./mask_img/grey_square.png,building,clutter,heavy,mask,null,null
2521,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttertree6.png,./mask_img/grey_square.png,tree,clutter,heavy,mask,null,null
2522,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbus4.png,./mask_img/grey_square.png,bus,clutter,heavy,mask,null,null
2523,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbird3.png,./mask_img/grey_square.png,bird,clutter,heavy,mask,null,null
2524,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterperson1.png,./mask_img/grey_square.png,person,clutter,heavy,mask,null,null
2525,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterperson3.png,./mask_img/grey_square.png,person,clutter,heavy,mask,null,null
2526,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbird1.png,./mask_img/grey_square.png,bird,clutter,heavy,mask,null,null
2527,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbus6.png,./mask_img/grey_square.png,bus,clutter,heavy,mask,null,null
2528,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttertree4.png,./mask_img/grey_square.png,tree,clutter,heavy,mask,null,null
2529,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterfirehydrant3.png,./mask_img/grey_square.png,firehydrant,clutter,heavy,mask,null,null
2530,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterfirehydrant2.png,./mask_img/grey_square.png,firehydrant,clutter,heavy,mask,null,null
2531,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttertree5.png,./mask_img/grey_square.png,tree,clutter,heavy,mask,null,null
2532,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbus7.png,./mask_img/grey_square.png,bus,clutter,heavy,mask,null,null
2533,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterperson2.png,./mask_img/grey_square.png,person,clutter,heavy,mask,null,null
2534,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterfirehydrant10.png,./mask_img/grey_square.png,firehydrant,clutter,heavy,mask,null,null
2535,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttertree8.png,./mask_img/grey_square.png,tree,clutter,heavy,mask,null,null
2536,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbuilding6.png,./mask_img/grey_square.png,building,clutter,heavy,mask,null,null
2537,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbuilding7.png,./mask_img/grey_square.png,building,clutter,heavy,mask,null,null
2538,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttertree9.png,./mask_img/grey_square.png,tree,clutter,heavy,mask,null,null
2539,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbus9.png,./mask_img/grey_square.png,bus,clutter,heavy,mask,null,null
2540,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbuilding5.png,./mask_img/grey_square.png,building,clutter,heavy,mask,null,null
2541,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbuilding10.png,./mask_img/grey_square.png,building,clutter,heavy,mask,null,null
2542,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbus10.png,./mask_img/grey_square.png,bus,clutter,heavy,mask,null,null
2543,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbuilding4.png,./mask_img/grey_square.png,building,clutter,heavy,mask,null,null
2544,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbus8.png,./mask_img/grey_square.png,bus,clutter,heavy,mask,null,null
2545,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterperson9.png,./mask_img/grey_square.png,person,clutter,heavy,mask,null,null
2546,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterfirehydrant9.png,./mask_img/grey_square.png,firehydrant,clutter,heavy,mask,null,null
2547,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterfirehydrant8.png,./mask_img/grey_square.png,firehydrant,clutter,heavy,mask,null,null
2548,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbuilding1.png,./mask_img/grey_square.png,building,clutter,heavy,mask,null,null
2549,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterperson8.png,./mask_img/grey_square.png,person,clutter,heavy,mask,null,null
2550,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbird8.png,./mask_img/grey_square.png,bird,clutter,heavy,mask,null,null
2551,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbird10.png,./mask_img/grey_square.png,bird,clutter,heavy,mask,null,null
2552,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbuilding3.png,./mask_img/grey_square.png,building,clutter,heavy,mask,null,null
2553,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbuilding2.png,./mask_img/grey_square.png,building,clutter,heavy,mask,null,null
2554,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbird9.png,./mask_img/grey_square.png,bird,clutter,heavy,mask,null,null
2555,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttercat9.png,./mask_img/grey_square.png,cat,clutter,heavy,mask,null,null
2556,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttercat8.png,./mask_img/grey_square.png,cat,clutter,heavy,mask,null,null
2557,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavycluttercat10.png,./mask_img/grey_square.png,cat,clutter,heavy,mask,null,null
2558,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbanana9.png,./mask_img/grey_square.png,banana,clutter,heavy,mask,null,null
2559,MSK Task/Stimulus/all_stim/clutter/heavy_clutter/heavyclutterbanana8.png,./mask_img/grey_square.png,banana,clutter,heavy,mask,null,null
2560,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttercat2.png,./mask_img/grey_square.png,cat,clutter,light,mask,null,null
2561,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbanana8.png,./mask_img/grey_square.png,banana,clutter,light,mask,null,null
2562,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbanana9.png,./mask_img/grey_square.png,banana,clutter,light,mask,null,null
2563,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttercat3.png,./mask_img/grey_square.png,cat,clutter,light,mask,null,null
2564,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbuilding8.png,./mask_img/grey_square.png,building,clutter,light,mask,null,null
2565,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttercat1.png,./mask_img/grey_square.png,cat,clutter,light,mask,null,null
2566,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbuilding9.png,./mask_img/grey_square.png,building,clutter,light,mask,null,null
2567,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterfirehydrant10.png,./mask_img/grey_square.png,firehydrant,clutter,light,mask,null,null
2568,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttercat4.png,./mask_img/grey_square.png,cat,clutter,light,mask,null,null
2569,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttercat5.png,./mask_img/grey_square.png,cat,clutter,light,mask,null,null
2570,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttercat7.png,./mask_img/grey_square.png,cat,clutter,light,mask,null,null
2571,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttercat6.png,./mask_img/grey_square.png,cat,clutter,light,mask,null,null
2572,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree5.png,./mask_img/grey_square.png,tree,clutter,light,mask,null,null
2573,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbus2.png,./mask_img/grey_square.png,bus,clutter,light,mask,null,null
2574,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterperson8.png,./mask_img/grey_square.png,person,clutter,light,mask,null,null
2575,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird1.png,./mask_img/grey_square.png,bird,clutter,light,mask,null,null
2576,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbus3.png,./mask_img/grey_square.png,bus,clutter,light,mask,null,null
2577,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterperson9.png,./mask_img/grey_square.png,person,clutter,light,mask,null,null
2578,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree4.png,./mask_img/grey_square.png,tree,clutter,light,mask,null,null
2579,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird10.png,./mask_img/grey_square.png,bird,clutter,light,mask,null,null
2580,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree6.png,./mask_img/grey_square.png,tree,clutter,light,mask,null,null
2581,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbus1.png,./mask_img/grey_square.png,bus,clutter,light,mask,null,null
2582,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird3.png,./mask_img/grey_square.png,bird,clutter,light,mask,null,null
2583,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird2.png,./mask_img/grey_square.png,bird,clutter,light,mask,null,null
2584,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree7.png,./mask_img/grey_square.png,tree,clutter,light,mask,null,null
2585,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree3.png,./mask_img/grey_square.png,tree,clutter,light,mask,null,null
2586,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterfirehydrant9.png,./mask_img/grey_square.png,firehydrant,clutter,light,mask,null,null
2587,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird6.png,./mask_img/grey_square.png,bird,clutter,light,mask,null,null
2588,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbus4.png,./mask_img/grey_square.png,bus,clutter,light,mask,null,null
2589,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbus5.png,./mask_img/grey_square.png,bus,clutter,light,mask,null,null
2590,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird7.png,./mask_img/grey_square.png,bird,clutter,light,mask,null,null
2591,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterfirehydrant8.png,./mask_img/grey_square.png,firehydrant,clutter,light,mask,null,null
2592,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightcluttertree2.png,./mask_img/grey_square.png,tree,clutter,light,mask,null,null
2593,MSK Task/Stimulus/all_stim/clutter/light_clutter/lightclutterbird5.png,./mask_img/grey_square.png,bird,clutter,light,mask,null,null
