,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl,soa
908,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building8.png,mask_img/000000058073.png,building,occlusion,low,mask,partial viewing,many small,0.05
909,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_building9.png,mask_img/000000058102.png,building,occlusion,low,mask,partial viewing,many small,0.05
910,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus1.png,mask_img/000000058232.png,bus,occlusion,low,mask,partial viewing,many small,0.05
911,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus10.png,mask_img/000000058595.png,bus,occlusion,low,mask,partial viewing,many small,0.05
912,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus2.png,mask_img/000000058627.png,bus,occlusion,low,mask,partial viewing,many small,0.05
913,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus3.png,mask_img/000000058647.png,bus,occlusion,low,mask,partial viewing,many small,0.05
914,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus4.png,mask_img/000000058701.png,bus,occlusion,low,mask,partial viewing,many small,0.05
915,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus5.png,mask_img/000000058801.png,bus,occlusion,low,mask,partial viewing,many small,0.05
916,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus6.png,mask_img/000000058815.png,bus,occlusion,low,mask,partial viewing,many small,0.05
917,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus7.png,mask_img/000000058822.png,bus,occlusion,low,mask,partial viewing,many small,0.05
918,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus8.png,mask_img/000000058873.png,bus,occlusion,low,mask,partial viewing,many small,0.05
919,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_bus9.png,mask_img/000000058910.png,bus,occlusion,low,mask,partial viewing,many small,0.05
920,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat1.png,mask_img/000000059036.png,cat,occlusion,low,mask,partial viewing,many small,0.05
921,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat10.png,mask_img/000000059046.png,cat,occlusion,low,mask,partial viewing,many small,0.05
922,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat2.png,mask_img/000000059201.png,cat,occlusion,low,mask,partial viewing,many small,0.05
923,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat3.png,mask_img/000000059442.png,cat,occlusion,low,mask,partial viewing,many small,0.05
924,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat4.png,mask_img/000000059483.png,cat,occlusion,low,mask,partial viewing,many small,0.05
925,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat5.png,mask_img/000000059660.png,cat,occlusion,low,mask,partial viewing,many small,0.05
926,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat6.png,mask_img/000000059918.png,cat,occlusion,low,mask,partial viewing,many small,0.05
927,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat7.png,mask_img/000000060158.png,cat,occlusion,low,mask,partial viewing,many small,0.05
928,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat8.png,mask_img/000000060245.png,cat,occlusion,low,mask,partial viewing,many small,0.05
929,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat9.png,mask_img/000000060387.png,cat,occlusion,low,mask,partial viewing,many small,0.05
930,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant1.png,mask_img/000000060464.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.05
931,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant10.png,mask_img/000000060529.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.05
932,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant2.png,mask_img/000000060548.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.05
933,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant3.png,mask_img/000000060572.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.05
934,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant4.png,mask_img/000000060610.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.05
935,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant5.png,mask_img/000000060623.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.05
936,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant6.png,mask_img/000000060647.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.05
937,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant7.png,mask_img/000000061084.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.05
938,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant8.png,mask_img/000000061512.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.05
939,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant9.png,mask_img/000000061693.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.05
940,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person1.png,mask_img/000000061780.png,person,occlusion,low,mask,partial viewing,many small,0.05
941,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person10.png,mask_img/000000061838.png,person,occlusion,low,mask,partial viewing,many small,0.05
942,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person2.png,mask_img/000000061867.png,person,occlusion,low,mask,partial viewing,many small,0.05
943,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person3.png,mask_img/000000062128.png,person,occlusion,low,mask,partial viewing,many small,0.05
944,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person4.png,mask_img/000000062131.png,person,occlusion,low,mask,partial viewing,many small,0.05
945,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person5.png,mask_img/000000062193.png,person,occlusion,low,mask,partial viewing,many small,0.05
946,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person6.png,mask_img/000000062337.png,person,occlusion,low,mask,partial viewing,many small,0.05
947,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person7.png,mask_img/000000062350.png,person,occlusion,low,mask,partial viewing,many small,0.05
948,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person8.png,mask_img/000000062420.png,person,occlusion,low,mask,partial viewing,many small,0.05
949,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person9.png,mask_img/000000062427.png,person,occlusion,low,mask,partial viewing,many small,0.05
950,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree1.png,mask_img/000000062690.png,tree,occlusion,low,mask,partial viewing,many small,0.05
951,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree10.png,mask_img/000000062716.png,tree,occlusion,low,mask,partial viewing,many small,0.05
952,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree2.png,mask_img/000000062875.png,tree,occlusion,low,mask,partial viewing,many small,0.05
953,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree3.png,mask_img/000000063147.png,tree,occlusion,low,mask,partial viewing,many small,0.05
954,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree4.png,mask_img/000000063337.png,tree,occlusion,low,mask,partial viewing,many small,0.05
955,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree5.png,mask_img/000000063482.png,tree,occlusion,low,mask,partial viewing,many small,0.05
956,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree6.png,mask_img/000000063715.png,tree,occlusion,low,mask,partial viewing,many small,0.05
957,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree7.png,mask_img/000000063754.png,tree,occlusion,low,mask,partial viewing,many small,0.05
958,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree8.png,mask_img/000000063804.png,tree,occlusion,low,mask,partial viewing,many small,0.05
959,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree9.png,mask_img/000000063867.png,tree,occlusion,low,mask,partial viewing,many small,0.05
960,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana1.png,mask_img/000000000042.png,banana,occlusion,control,mask,partial viewing,few large,0.1
961,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana10.png,mask_img/000000000109.png,banana,occlusion,control,mask,partial viewing,few large,0.1
962,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana2.png,mask_img/000000000312.png,banana,occlusion,control,mask,partial viewing,few large,0.1
963,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana3.png,mask_img/000000000394.png,banana,occlusion,control,mask,partial viewing,few large,0.1
964,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana4.png,mask_img/000000000438.png,banana,occlusion,control,mask,partial viewing,few large,0.1
965,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana5.png,mask_img/000000000459.png,banana,occlusion,control,mask,partial viewing,few large,0.1
966,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana6.png,mask_img/000000000595.png,banana,occlusion,control,mask,partial viewing,few large,0.1
967,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana7.png,mask_img/000000000626.png,banana,occlusion,control,mask,partial viewing,few large,0.1
968,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana8.png,mask_img/000000000690.png,banana,occlusion,control,mask,partial viewing,few large,0.1
969,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana9.png,mask_img/000000000731.png,banana,occlusion,control,mask,partial viewing,few large,0.1
970,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird1.png,mask_img/000000000873.png,bird,occlusion,control,mask,partial viewing,few large,0.1
971,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird10.png,mask_img/000000001053.png,bird,occlusion,control,mask,partial viewing,few large,0.1
972,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird2.png,mask_img/000000001647.png,bird,occlusion,control,mask,partial viewing,few large,0.1
973,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird3.png,mask_img/000000001810.png,bird,occlusion,control,mask,partial viewing,few large,0.1
974,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird4.png,mask_img/000000001997.png,bird,occlusion,control,mask,partial viewing,few large,0.1
975,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird5.png,mask_img/000000002197.png,bird,occlusion,control,mask,partial viewing,few large,0.1
976,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird6.png,mask_img/000000002337.png,bird,occlusion,control,mask,partial viewing,few large,0.1
977,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird7.png,mask_img/000000002774.png,bird,occlusion,control,mask,partial viewing,few large,0.1
978,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird8.png,mask_img/000000002822.png,bird,occlusion,control,mask,partial viewing,few large,0.1
979,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird9.png,mask_img/000000002892.png,bird,occlusion,control,mask,partial viewing,few large,0.1
980,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building1.png,mask_img/000000003084.png,building,occlusion,control,mask,partial viewing,few large,0.1
981,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building10.png,mask_img/000000003225.png,building,occlusion,control,mask,partial viewing,few large,0.1
982,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building2.png,mask_img/000000003483.png,building,occlusion,control,mask,partial viewing,few large,0.1
983,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building3.png,mask_img/000000003694.png,building,occlusion,control,mask,partial viewing,few large,0.1
984,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building4.png,mask_img/000000004239.png,building,occlusion,control,mask,partial viewing,few large,0.1
985,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building5.png,mask_img/000000004642.png,building,occlusion,control,mask,partial viewing,few large,0.1
986,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building6.png,mask_img/000000004739.png,building,occlusion,control,mask,partial viewing,few large,0.1
987,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building7.png,mask_img/000000004936.png,building,occlusion,control,mask,partial viewing,few large,0.1
